Name,Description,Discovery Date,Detection Method,Mass,Planet Radius,Planet Type,Orbital Radius,Eccentricity,Orbital Period,File,Uuid,Link
k2-201-b,K2-201 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.54 Earths and it takes 1.1 days to complete one orbit of its star. Its discovery was announced in 2018.,2018,Transit,2.54 Earths,1.4 x Earth,Super Earth,Unknown,0.0,1.1 days,exoplanet_details/k2-201-b/,e5c7aa8d-64d5-4c39-8fa6-f8ca93d9a4b4,https://exoplanets.nasa.gov//exoplanet-catalog/6230/k2-201-b/
k2-201-c,K2-201 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 10.8 Earths and it takes 22.8 days to complete one orbit of its star. Its discovery was announced in 2018.,2018,Transit,10.8 Earths,0.293 x Jupiter,Neptune-like,Unknown,0.0,22.8 days,exoplanet_details/k2-201-c/,d72c70bf-c469-416d-951a-09a93917ffa3,https://exoplanets.nasa.gov//exoplanet-catalog/6231/k2-201-c/
k2-202-b,K2-202 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 5.91 Earths and it takes 3.4 days to complete one orbit of its star. Its discovery was announced in 2018.,2018,Transit,5.91 Earths,0.205 x Jupiter,Neptune-like,Unknown,0.0,3.4 days,exoplanet_details/k2-202-b/,1c6a27a3-2369-45e2-9177-206ffd2eb8dc,https://exoplanets.nasa.gov//exoplanet-catalog/6232/k2-202-b/
k2-203-b,K2-203 b is a super Earth exoplanet that orbits a K-type star. Its mass is 2.45 Earths and it takes 9.7 days to complete one orbit of its star. Its discovery was announced in 2018.,2018,Transit,2.45 Earths,1.371 x Earth,Super Earth,Unknown,0.0,9.7 days,exoplanet_details/k2-203-b/,dd4b1911-89ec-4a63-8275-d75df240995a,https://exoplanets.nasa.gov//exoplanet-catalog/6233/k2-203-b/
k2-204-b,K2-204 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 9.51 Earths and it takes 7.1 days to complete one orbit of its star. Its discovery was announced in 2018.,2018,Transit,9.51 Earths,0.272 x Jupiter,Neptune-like,Unknown,0.0,7.1 days,exoplanet_details/k2-204-b/,b137f0a7-b711-43f1-a655-682b6be8e7c3,https://exoplanets.nasa.gov//exoplanet-catalog/6234/k2-204-b/
k2-205-b,K2-205 b is a super Earth exoplanet that orbits a G-type star. Its mass is 4.64 Earths and it takes 26.7 days to complete one orbit of its star. Its discovery was announced in 2018.,2018,Transit,4.64 Earths,1.996 x Earth,Super Earth,Unknown,0.0,26.7 days,exoplanet_details/k2-205-b/,22997ab8-a2a0-4258-a755-0827b65b737d,https://exoplanets.nasa.gov//exoplanet-catalog/6235/k2-205-b/
k2-206-b,K2-206 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 8.22 Earths and it takes 18.3 days to complete one orbit of its star. Its discovery was announced in 2018.,2018,Transit,8.22 Earths,0.249 x Jupiter,Neptune-like,Unknown,0.0,18.3 days,exoplanet_details/k2-206-b/,85e93bca-13ff-4186-bc37-936bb15ed58e,https://exoplanets.nasa.gov//exoplanet-catalog/6236/k2-206-b/
k2-207-b,K2-207 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 7.3 Earths and it takes 12.5 days to complete one orbit of its star. Its discovery was announced in 2018.,2018,Transit,7.3 Earths,0.232 x Jupiter,Neptune-like,Unknown,0.0,12.5 days,exoplanet_details/k2-207-b/,6ad02bbf-67c1-4b6f-b251-c6c2ac680cc9,https://exoplanets.nasa.gov//exoplanet-catalog/6237/k2-207-b/
k2-208-b,K2-208 b is a super Earth exoplanet that orbits a G-type star. Its mass is 3.46 Earths and it takes 4.2 days to complete one orbit of its star. Its discovery was announced in 2018.,2018,Transit,3.46 Earths,1.679 x Earth,Super Earth,Unknown,0.0,4.2 days,exoplanet_details/k2-208-b/,311f905a-a48f-4661-999b-73ba3cbfc7ee,https://exoplanets.nasa.gov//exoplanet-catalog/6238/k2-208-b/
k2-209-b,K2-209 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.586 Earths and it takes 2.1 days to complete one orbit of its star. Its discovery was announced in 2018.,2018,Transit,0.586 Earths,0.869 x Earth,Terrestrial,Unknown,0.0,2.1 days,exoplanet_details/k2-209-b/,579faf34-47bf-4c4b-8794-0da50776a5ea,https://exoplanets.nasa.gov//exoplanet-catalog/6239/k2-209-b/
k2-21-b,"K2-21 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 4.04 Earths, it takes 9.3 days to complete one orbit of its star, and is 0.076 AU from its star. Its discovery was announced in 2015.",2015,Transit,4.04 Earths,1.84 x Earth,Neptune-like,0.076 AU,0.1,9.3 days,exoplanet_details/k2-21-b/,a5952b1c-d760-4166-a808-be08f2629cdc,https://exoplanets.nasa.gov//exoplanet-catalog/5211/k2-21-b/
k2-21-c,"K2-21 c is a super Earth exoplanet that orbits a K-type star. Its mass is 6.76 Earths, it takes 15.5 days to complete one orbit of its star, and is 0.107 AU from its star. Its discovery was announced in 2015.",2015,Transit,6.76 Earths,0.222 x Jupiter,Super Earth,0.107 AU,0.21,15.5 days,exoplanet_details/k2-21-c/,383d3100-08db-423d-aaaa-3ca2e9436dd3,https://exoplanets.nasa.gov//exoplanet-catalog/5212/k2-21-c/
k2-210-b,K2-210 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.474 Earths and it takes 0.6 days to complete one orbit of its star. Its discovery was announced in 2018.,2018,Transit,0.474 Earths,0.819 x Earth,Terrestrial,Unknown,0.0,0.6 days,exoplanet_details/k2-210-b/,d8aa730e-d5f0-4b1f-a548-ff459ec5516b,https://exoplanets.nasa.gov//exoplanet-catalog/6240/k2-210-b/
k2-211-b,K2-211 b is a super Earth exoplanet that orbits a K-type star. Its mass is 2.46 Earths and it takes 0.7 days to complete one orbit of its star. Its discovery was announced in 2018.,2018,Transit,2.46 Earths,1.375 x Earth,Super Earth,Unknown,0.0,0.7 days,exoplanet_details/k2-211-b/,e6f1efc6-e396-47cb-9d39-90d17223e134,https://exoplanets.nasa.gov//exoplanet-catalog/6241/k2-211-b/
k2-212-b,"K2-212 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 6.9 Earths, it takes 9.8 days to complete one orbit of its star, and is 0.0785 AU from its star. Its discovery was announced in 2018.",2018,Transit,6.9 Earths,0.225 x Jupiter,Neptune-like,0.0785 AU,0.0,9.8 days,exoplanet_details/k2-212-b/,b9001b13-8e14-49e9-80c7-9e781292fc18,https://exoplanets.nasa.gov//exoplanet-catalog/6242/k2-212-b/
k2-213-b,K2-213 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.9 Earths and it takes 8.1 days to complete one orbit of its star. Its discovery was announced in 2018.,2018,Transit,2.9 Earths,1.514 x Earth,Super Earth,Unknown,0.0,8.1 days,exoplanet_details/k2-213-b/,38c5804a-4dc0-4a15-8b1e-a7174ef8e802,https://exoplanets.nasa.gov//exoplanet-catalog/6243/k2-213-b/
k2-214-b,"K2-214 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 6.48 Earths, it takes 8.6 days to complete one orbit of its star, and is 0.0834 AU from its star. Its discovery was announced in 2018.",2018,Transit,6.48 Earths,0.217 x Jupiter,Neptune-like,0.0834 AU,0.0,8.6 days,exoplanet_details/k2-214-b/,0d9788a2-05c1-4215-9f9c-b5954ca70361,https://exoplanets.nasa.gov//exoplanet-catalog/6244/k2-214-b/
k2-215-b,K2-215 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 5.16 Earths and it takes 8.3 days to complete one orbit of its star. Its discovery was announced in 2018.,2018,Transit,5.16 Earths,2.124 x Earth,Neptune-like,Unknown,0.0,8.3 days,exoplanet_details/k2-215-b/,a0d9407a-5188-43e1-82ac-da604fbfbec8,https://exoplanets.nasa.gov//exoplanet-catalog/6245/k2-215-b/
k2-216-b,"K2-216 b is a super Earth exoplanet that orbits a K-type star. Its mass is 8 Earths, it takes 2.2 days to complete one orbit of its star, and is 0.028 AU from its star. Its discovery was announced in 2018.",2018,Transit,8 Earths,1.75 x Earth,Super Earth,0.028 AU,0.0,2.2 days,exoplanet_details/k2-216-b/,6c97540f-550e-4fa0-817f-14158ab0b813,https://exoplanets.nasa.gov//exoplanet-catalog/6246/k2-216-b/
k2-217-b,K2-217 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 12.5 Earths and it takes 14.1 days to complete one orbit of its star. Its discovery was announced in 2018.,2018,Transit,12.5 Earths,0.319 x Jupiter,Neptune-like,Unknown,0.0,14.1 days,exoplanet_details/k2-217-b/,9a27258b-4f88-47cb-9765-baca903ce1b0,https://exoplanets.nasa.gov//exoplanet-catalog/6247/k2-217-b/
k2-218-b,K2-218 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 7.13 Earths and it takes 8.7 days to complete one orbit of its star. Its discovery was announced in 2018.,2018,Transit,7.13 Earths,0.229 x Jupiter,Neptune-like,Unknown,0.0,8.7 days,exoplanet_details/k2-218-b/,a5fa1acc-ba43-4d80-9edd-708058e796fd,https://exoplanets.nasa.gov//exoplanet-catalog/6248/k2-218-b/
k2-219-b,K2-219 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.38 Earths and it takes 3.9 days to complete one orbit of its star. Its discovery was announced in 2018.,2018,Transit,2.38 Earths,1.348 x Earth,Super Earth,Unknown,0.0,3.9 days,exoplanet_details/k2-219-b/,b035c293-0eab-4597-a82e-653bf845f4b0,https://exoplanets.nasa.gov//exoplanet-catalog/6249/k2-219-b/
k2-219-c,K2-219 c is a super Earth exoplanet that orbits a G-type star. Its mass is 2.66 Earths and it takes 6.7 days to complete one orbit of its star. Its discovery was announced in 2018.,2018,Transit,2.66 Earths,1.438 x Earth,Super Earth,Unknown,0.0,6.7 days,exoplanet_details/k2-219-c/,8dddbf12-a4a1-45fb-88a9-07ac62ca7601,https://exoplanets.nasa.gov//exoplanet-catalog/6265/k2-219-c/
k2-219-d,K2-219 d is a Neptune-like exoplanet that orbits a G-type star. Its mass is 7.16 Earths and it takes 11.1 days to complete one orbit of its star. Its discovery was announced in 2018.,2018,Transit,7.16 Earths,0.23 x Jupiter,Neptune-like,Unknown,0.0,11.1 days,exoplanet_details/k2-219-d/,3bc4ac9b-b61b-4c82-adc7-6cc30458b4b1,https://exoplanets.nasa.gov//exoplanet-catalog/6266/k2-219-d/
k2-22-b,"K2-22 b is a Neptune-like exoplanet that orbits an M-type star. Its mass is 1.4 Jupiters, it takes 0.4 days to complete one orbit of its star, and is 0.0088 AU from its star. Its discovery was announced in 2015.",2015,Transit,1.4 Jupiters,0.223 x Jupiter,Neptune-like,0.0088 AU,0.19,0.4 days,exoplanet_details/k2-22-b/,cb0b25d3-f4a1-4d1b-a40e-eb0d0a702242,https://exoplanets.nasa.gov//exoplanet-catalog/6016/k2-22-b/
k2-220-b,"K2-220 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 6.3 Earths, it takes 13.7 days to complete one orbit of its star, and is 0.1104 AU from its star. Its discovery was announced in 2018.",2018,Transit,6.3 Earths,0.213 x Jupiter,Neptune-like,0.1104 AU,0.0,13.7 days,exoplanet_details/k2-220-b/,9453055f-a86e-4879-b8ef-14eed4852e66,https://exoplanets.nasa.gov//exoplanet-catalog/6267/k2-220-b/
k2-221-b,K2-221 b is a super Earth exoplanet that orbits a G-type star. Its mass is 3.46 Earths and it takes 2.4 days to complete one orbit of its star. Its discovery was announced in 2018.,2018,Transit,3.46 Earths,1.679 x Earth,Super Earth,Unknown,0.0,2.4 days,exoplanet_details/k2-221-b/,bd97d202-f598-4b3f-9ef5-4e1ac2a431a2,https://exoplanets.nasa.gov//exoplanet-catalog/6268/k2-221-b/
k2-222-b,"K2-222 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 6.3 Earths, it takes 15.4 days to complete one orbit of its star, and is 0.1211 AU from its star. Its discovery was announced in 2018.",2018,Transit,6.3 Earths,0.213 x Jupiter,Neptune-like,0.1211 AU,0.0,15.4 days,exoplanet_details/k2-222-b/,67749da0-927d-4dee-9f49-f5657b981663,https://exoplanets.nasa.gov//exoplanet-catalog/6269/k2-222-b/
k2-223-b,"K2-223 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.64 Earths, it takes 0.5 days to complete one orbit of its star, and is 0.0127 AU from its star. Its discovery was announced in 2018.",2018,Transit,0.64 Earths,0.89 x Earth,Terrestrial,0.0127 AU,0.0,0.5 days,exoplanet_details/k2-223-b/,a90f8d43-1be4-4545-a4c9-11c862194103,https://exoplanets.nasa.gov//exoplanet-catalog/6175/k2-223-b/
k2-223-c,"K2-223 c is a super Earth exoplanet that orbits a G-type star. Its mass is 3.09 Earths, it takes 4.6 days to complete one orbit of its star, and is 0.0549 AU from its star. Its discovery was announced in 2018.",2018,Transit,3.09 Earths,1.57 x Earth,Super Earth,0.0549 AU,0.0,4.6 days,exoplanet_details/k2-223-c/,6b0be879-4371-4e88-8506-66a49efa9994,https://exoplanets.nasa.gov//exoplanet-catalog/6176/k2-223-c/
k2-224-b,"K2-224 b is a super Earth exoplanet that orbits a G-type star. Its mass is 3.05 Earths, it takes 4.5 days to complete one orbit of its star, and is 0.0516 AU from its star. Its discovery was announced in 2018.",2018,Transit,3.05 Earths,1.56 x Earth,Super Earth,0.0516 AU,0.0,4.5 days,exoplanet_details/k2-224-b/,a373a9ba-f6d8-4e7d-93f0-0d6c1df6023d,https://exoplanets.nasa.gov//exoplanet-catalog/6177/k2-224-b/
k2-224-c,"K2-224 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 6.39 Earths, it takes 10.1 days to complete one orbit of its star, and is 0.0886 AU from its star. Its discovery was announced in 2018.",2018,Transit,6.39 Earths,0.215 x Jupiter,Neptune-like,0.0886 AU,0.0,10.1 days,exoplanet_details/k2-224-c/,196146a7-1981-467a-8f3e-107435c2693f,https://exoplanets.nasa.gov//exoplanet-catalog/6333/k2-224-c/
k2-225-b,"K2-225 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 12 Earths, it takes 15.9 days to complete one orbit of its star, and is 0.134 AU from its star. Its discovery was announced in 2018.",2018,Transit,12 Earths,0.311 x Jupiter,Neptune-like,0.134 AU,0.0,15.9 days,exoplanet_details/k2-225-b/,3f121fb2-4f0d-4479-acf8-0f3ae657b8e2,https://exoplanets.nasa.gov//exoplanet-catalog/6178/k2-225-b/
k2-226-b,"K2-226 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.99 Earths, it takes 3.3 days to complete one orbit of its star, and is 0.0413 AU from its star. Its discovery was announced in 2018.",2018,Transit,2.99 Earths,1.54 x Earth,Super Earth,0.0413 AU,0.0,3.3 days,exoplanet_details/k2-226-b/,c1f2ec7b-739b-4a7a-ad80-58fe19d45b74,https://exoplanets.nasa.gov//exoplanet-catalog/6179/k2-226-b/
k2-227-b,K2-227 b is a super Earth exoplanet that orbits a G-type star. Its mass is 3.41 Earths and it takes 13.6 days to complete one orbit of its star. Its discovery was announced in 2018.,2018,Transit,3.41 Earths,1.666 x Earth,Super Earth,Unknown,0.0,13.6 days,exoplanet_details/k2-227-b/,a49a3809-72c1-4cfa-ab2d-bee9c7b54deb,https://exoplanets.nasa.gov//exoplanet-catalog/6180/k2-227-b/
k2-228-b,"K2-228 b is a super Earth exoplanet that orbits a K-type star. Its mass is 1.92 Earths, it takes 2.7 days to complete one orbit of its star, and is 0.0338 AU from its star. Its discovery was announced in 2018.",2018,Transit,1.92 Earths,1.21 x Earth,Super Earth,0.0338 AU,0.0,2.7 days,exoplanet_details/k2-228-b/,21cbce6f-0b60-4b6b-9518-26ead639d7f7,https://exoplanets.nasa.gov//exoplanet-catalog/6181/k2-228-b/
k2-229-b,"K2-229 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.49 Earths, it takes 0.6 days to complete one orbit of its star, and is 0.0131 AU from its star. Its discovery was announced in 2018.",2018,Transit,2.49 Earths,1.14 x Earth,Super Earth,0.0131 AU,0.0,0.6 days,exoplanet_details/k2-229-b/,fab37298-4cb6-45de-bc53-96ec2cda401a,https://exoplanets.nasa.gov//exoplanet-catalog/6182/k2-229-b/
k2-229-c,"K2-229 c is a super Earth exoplanet that orbits a G-type star. Its mass is 21.3 Earths, it takes 8.3 days to complete one orbit of its star, and is 0.0769 AU from its star. Its discovery was announced in 2018.",2018,Transit,21.3 Earths,2.03 x Earth,Super Earth,0.0769 AU,0.0,8.3 days,exoplanet_details/k2-229-c/,2b22f7a2-84b9-4aa7-9af0-ed32ad02f58c,https://exoplanets.nasa.gov//exoplanet-catalog/6183/k2-229-c/
k2-230-b,"K2-230 b is a super Earth exoplanet that orbits a G-type star. Its mass is 4.5 Earths, it takes 2.9 days to complete one orbit of its star, and is 0.0409 AU from its star. Its discovery was announced in 2018.",2018,Transit,4.5 Earths,1.96 x Earth,Super Earth,0.0409 AU,0.0,2.9 days,exoplanet_details/k2-230-b/,f173c3fc-5ccb-4439-a506-08d46cd2de0d,https://exoplanets.nasa.gov//exoplanet-catalog/6184/k2-230-b/
k2-231-b,K2-231 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 6.8 Earths and it takes 13.8 days to complete one orbit of its star. Its discovery was announced in 2018.,2018,Transit,6.8 Earths,0.223 x Jupiter,Neptune-like,Unknown,0.0,13.8 days,exoplanet_details/k2-231-b/,986b8318-3da8-4691-b453-bd266d6ae011,https://exoplanets.nasa.gov//exoplanet-catalog/6281/k2-231-b/
k2-232-b,"K2-232 b is a gas giant exoplanet that orbits an F-type star. Its mass is 0.398 Jupiters, it takes 11.2 days to complete one orbit of its star, and is 0.10356 AU from its star. Its discovery was announced in 2018.",2018,Transit,0.398 Jupiters,1.0 x Jupiter,Gas Giant,0.10356 AU,0.26,11.2 days,exoplanet_details/k2-232-b/,05c717a9-6152-4be8-9524-8bbaa04ce519,https://exoplanets.nasa.gov//exoplanet-catalog/6280/k2-232-b/
k2-233-b,"K2-233 b is a super Earth exoplanet that orbits a K-type star. Its mass is 11.26 Earths, it takes 2.5 days to complete one orbit of its star, and is 0.03308 AU from its star. Its discovery was announced in 2018.",2018,Transit,11.26 Earths,1.343 x Earth,Super Earth,0.03308 AU,0.08,2.5 days,exoplanet_details/k2-233-b/,b280809b-3ed4-40e7-8aa8-41b80a701ab4,https://exoplanets.nasa.gov//exoplanet-catalog/6294/k2-233-b/
k2-233-c,"K2-233 c is a super Earth exoplanet that orbits a K-type star. Its mass is 12.81 Earths, it takes 7.1 days to complete one orbit of its star, and is 0.06666 AU from its star. Its discovery was announced in 2018.",2018,Transit,12.81 Earths,1.281 x Earth,Super Earth,0.06666 AU,< 0.2002,7.1 days,exoplanet_details/k2-233-c/,a209f35a-845c-4f4e-84ab-e367aa37b8c9,https://exoplanets.nasa.gov//exoplanet-catalog/6289/k2-233-c/
k2-233-d,"K2-233 d is a super Earth exoplanet that orbits a K-type star. Its mass is 21.14 Earths, it takes 24.4 days to complete one orbit of its star, and is 0.15224 AU from its star. Its discovery was announced in 2018.",2018,Transit,21.14 Earths,0.21 x Jupiter,Super Earth,0.15224 AU,< 0.1999,24.4 days,exoplanet_details/k2-233-d/,e5675b38-ebfa-4387-819a-82c33ade63a0,https://exoplanets.nasa.gov//exoplanet-catalog/6290/k2-233-d/
k2-237-b,"K2-237 b is a gas giant exoplanet that orbits an F-type star. Its mass is 1.363 Jupiters, it takes 2.2 days to complete one orbit of its star, and is 0.03558 AU from its star. Its discovery was announced in 2018.",2018,Transit,1.363 Jupiters,1.445 x Jupiter,Gas Giant,0.03558 AU,0.04,2.2 days,exoplanet_details/k2-237-b/,d0631764-fd1f-4cf7-829f-9e1f33a4d236,https://exoplanets.nasa.gov//exoplanet-catalog/6347/k2-237-b/
k2-238-b,"K2-238 b is a gas giant exoplanet that orbits a G-type star. Its mass is 0.86 Jupiters, it takes 3.2 days to complete one orbit of its star, and is 0.046 AU from its star. Its discovery was announced in 2018.",2018,Transit,0.86 Jupiters,1.3 x Jupiter,Gas Giant,0.046 AU,0.0,3.2 days,exoplanet_details/k2-238-b/,1cdb426a-9758-4ab1-8e52-350824b7012b,https://exoplanets.nasa.gov//exoplanet-catalog/6348/k2-238-b/
k2-239-b,"K2-239 b is a super Earth exoplanet that orbits an M-type star. Its mass is 1.37 Earths, it takes 5.2 days to complete one orbit of its star, and is 0.0441 AU from its star. Its discovery was announced in 2018.",2018,Transit,1.37 Earths,1.1 x Earth,Super Earth,0.0441 AU,0.0,5.2 days,exoplanet_details/k2-239-b/,8a510f1b-148e-4771-b91c-1a3f95a70feb,https://exoplanets.nasa.gov//exoplanet-catalog/6313/k2-239-b/
